age,tenure_years,num_claims,policy_type,annual_premium,churn
42,2,0,Health,619.55,0
54,13,0,Life,657.84,1
18,10,1,Life,528.32,0
42,14,2,Motor,662.55,0
53,10,0,Health,570.17,1
60,2,1,Motor,659.37,0
57,12,1,Motor,692.46,0
32,6,0,Health,588.07,0
39,2,0,Health,522.62,0
55,1,0,Life,617.43,1
20,5,1,Motor,564.9,0
61,14,2,Health,780.29,0
48,4,2,Health,684.29,0
57,11,0,Health,656.25,1
68,6,0,Motor,690.57,1
64,10,2,Motor,819.21,1
42,11,1,Life,631.71,1
64,7,0,Health,672.56,0
60,8,0,Motor,675.05,0
60,10,0,Health,574.26,1
43,8,1,Motor,574.61,1
42,2,1,Motor,620.53,0
26,2,1,Health,609.85,0
25,13,0,Motor,541.2,0
34,14,0,Life,555.77,0
55,1,1,Motor,741.77,1
27,2,0,Health,466.56,1
60,10,2,Life,749.87,0
46,14,1,Health,604.07,0
61,14,1,Motor,764.32,1
51,5,0,Health,685.81,0
59,14,0,Motor,620.0,0
59,4,0,Health,611.74,0
67,9,1,Motor,729.06,0
39,11,1,Health,653.49,0
65,8,2,Motor,711.09,0
40,8,0,Life,588.38,0
55,7,1,Health,601.09,1
76,13,1,Life,772.23,0
34,11,0,Life,478.04,0
18,13,3,Life,608.76,0
76,4,2,Health,889.79,1
28,11,0,Motor,507.85,1
21,14,2,Life,558.54,1
48,7,0,Health,545.83,0
23,2,0,Health,454.36,0
28,2,1,Life,576.67,0
72,9,2,Health,867.84,1
26,12,2,Health,550.24,0
45,2,0,Health,581.15,0
74,13,1,Health,697.46,1
47,8,1,Health,608.3,0
73,6,1,Motor,744.77,0
73,3,0,Motor,695.95,0
67,11,1,Life,691.34,0
21,2,2,Motor,551.59,0
51,2,0,Motor,635.24,1
59,3,0,Life,580.95,0
43,9,0,Health,595.83,1
68,1,1,Health,716.88,1
57,3,2,Health,640.71,0
58,5,1,Life,687.7,0
57,10,0,Life,671.09,0
73,8,1,Life,755.87,0
38,2,0,Motor,531.78,1
51,6,0,Life,578.72,0
20,10,1,Life,477.63,1
69,10,1,Life,733.66,0
19,10,0,Health,468.06,0
56,7,1,Life,673.23,0
55,13,0,Health,599.03,0
42,1,1,Life,559.8,0
45,11,0,Motor,583.52,0
37,12,0,Life,476.24,0
78,13,0,Health,713.02,1
69,14,0,Motor,665.15,0
45,12,0,Motor,567.38,0
60,9,0,Health,659.25,0
53,10,3,Health,745.25,1
62,10,0,Motor,618.1,0
31,8,2,Motor,614.51,0
49,2,2,Health,754.34,1
31,4,0,Life,472.58,0
27,10,1,Health,547.41,1
75,8,1,Motor,737.99,0
58,2,1,Life,610.31,0
23,13,0,Motor,505.63,0
56,12,0,Life,639.36,0
71,2,0,Life,689.17,0
58,2,0,Motor,619.3,0
33,5,1,Health,552.5,0
77,13,2,Motor,787.04,0
67,5,0,Health,664.94,1
36,1,1,Health,613.7,0
38,1,0,Health,449.18,0
62,14,1,Motor,734.03,0
46,1,0,Life,580.97,1
28,3,2,Health,602.82,0
20,1,0,Health,499.36,1
22,2,1,Health,537.89,0
44,1,2,Motor,694.23,0
49,2,1,Health,708.88,0
74,11,1,Health,765.8,0
57,12,0,Motor,582.16,1
51,2,0,Life,609.22,0
72,11,0,Health,655.78,1
50,3,0,Health,617.04,1
73,4,0,Motor,698.3,0
59,1,0,Health,571.39,0
62,5,1,Life,626.53,1
69,2,0,Health,671.45,0
48,7,0,Motor,549.72,0
60,6,0,Motor,640.16,0
68,6,0,Health,737.5,0
38,10,2,Health,621.4,0
66,14,0,Health,699.95,1
27,13,1,Health,527.08,0
53,5,0,Motor,669.93,0
51,9,0,Motor,627.34,0
61,13,0,Motor,609.5,0
70,4,1,Health,654.13,0
51,9,0,Health,680.27,0
31,6,3,Life,707.64,0
27,7,0,Health,534.34,0
59,11,0,Life,613.37,0
45,8,0,Motor,571.55,0
70,10,0,Motor,606.31,0
48,4,0,Health,628.12,0
24,7,0,Health,510.95,0
23,1,0,Motor,488.81,0
54,8,1,Health,709.29,1
34,14,2,Health,629.25,1
57,11,2,Health,670.3,1
60,10,0,Motor,655.13,0
27,9,0,Life,524.71,1
46,6,0,Motor,601.18,0
30,1,0,Health,533.82,0
57,11,1,Motor,643.04,1
50,12,1,Life,620.24,0
51,8,1,Motor,677.48,0
77,13,2,Health,822.85,0
70,9,0,Health,651.44,1
44,5,0,Motor,511.55,0
31,2,0,Health,563.83,0
68,1,0,Life,675.9,1
46,6,1,Health,634.5,0
72,9,1,Life,728.97,0
26,13,0,Health,534.39,0
58,9,1,Health,609.36,1
45,5,1,Health,601.69,1
26,4,0,Motor,513.7,0
62,9,1,Motor,609.72,0
47,3,2,Motor,640.97,1
56,8,1,Life,607.31,0
22,5,1,Motor,493.01,1
51,8,1,Health,615.45,0
24,6,2,Life,642.93,0
46,7,1,Health,608.89,1
52,6,1,Health,644.26,0
18,3,0,Life,437.89,0
48,11,0,Life,659.18,1
51,8,1,Motor,617.44,0
41,12,1,Health,657.45,0
31,2,0,Health,514.27,0
66,10,2,Health,793.9,0
48,13,0,Motor,561.2,0
29,4,1,Health,617.99,0
54,13,1,Motor,722.54,0
69,6,0,Motor,580.61,1
53,4,1,Motor,702.38,0
77,6,0,Motor,679.12,0
22,8,0,Motor,487.08,0
23,13,0,Health,495.06,0
31,8,0,Health,561.18,0
31,6,1,Life,559.7,0
20,11,0,Health,446.36,0
42,1,3,Life,681.35,1
32,12,0,Motor,547.36,0
48,1,1,Life,601.73,0
68,12,2,Health,778.72,0
33,7,1,Health,608.81,0
53,9,0,Life,650.89,0
38,2,0,Motor,548.03,1
22,7,0,Health,492.6,0
48,2,1,Health,713.55,0
37,5,0,Motor,549.33,0
40,9,1,Health,515.43,1
63,1,2,Motor,711.04,0
49,3,2,Motor,690.12,0
23,11,2,Life,610.85,0
65,3,1,Health,582.22,0
59,2,1,Health,705.83,0
58,5,0,Motor,613.08,0
68,14,0,Life,667.63,0
73,1,1,Health,716.38,1
31,13,0,Life,556.16,0
42,3,0,Motor,543.73,0
48,12,1,Motor,635.85,0
59,14,1,Health,641.38,1
47,11,0,Health,574.09,0
72,13,1,Life,736.06,0
26,10,1,Motor,591.49,0
46,1,1,Health,576.92,1
47,10,1,Life,633.56,1
20,1,2,Health,599.72,1
48,11,1,Health,657.98,0
71,14,2,Health,857.26,0
66,13,0,Health,656.51,0
72,13,0,Motor,599.94,1
24,2,1,Health,585.11,0
65,5,0,Motor,690.73,0
44,5,2,Motor,739.84,0
33,4,3,Motor,686.06,0
29,7,0,Motor,467.21,0
36,10,2,Motor,685.24,0
71,13,0,Health,715.77,0
51,8,2,Life,714.7,1
58,6,1,Health,704.46,0
71,13,2,Life,796.52,0
76,2,1,Health,723.65,0
55,2,0,Motor,591.36,0
49,7,0,Motor,650.42,0
73,13,1,Health,752.31,1
73,1,2,Health,845.68,0
42,5,1,Health,658.86,0
19,14,1,Motor,597.3,0
31,8,1,Motor,563.71,1
22,4,0,Motor,529.34,0
61,10,0,Health,677.95,1
25,10,2,Health,581.35,0
26,8,2,Health,609.37,0
65,9,0,Health,616.76,0
36,12,1,Life,642.6,1
34,11,1,Motor,582.73,1
49,11,1,Motor,626.86,0
52,2,1,Health,611.29,0
49,2,1,Life,599.88,0
46,2,0,Motor,563.93,0
74,8,0,Health,674.69,0
42,4,1,Life,676.94,0
31,14,0,Motor,460.92,0
36,1,0,Motor,531.57,0
31,2,0,Life,591.97,0
57,8,0,Motor,659.79,0
40,11,0,Health,532.12,0
42,5,0,Life,631.76,0
55,5,0,Life,612.66,1
53,10,1,Motor,700.33,0
67,9,0,Health,618.03,0
48,9,0,Motor,637.62,0
27,3,1,Motor,598.31,0
32,12,1,Health,490.3,0
77,10,1,Motor,788.17,0
19,1,2,Life,569.52,1
49,3,3,Motor,750.29,0
38,9,1,Health,591.58,0
41,4,1,Motor,609.67,1
52,12,0,Health,586.35,0
75,5,1,Motor,751.83,0
22,14,1,Motor,612.47,0
73,6,0,Life,698.84,1
47,7,1,Life,694.23,0
38,4,0,Health,526.18,1
56,3,1,Life,763.49,0
54,10,0,Health,572.95,0
72,4,1,Health,681.78,1
48,12,0,Motor,559.71,0
22,5,2,Health,620.32,0
56,10,1,Motor,709.99,1
54,5,0,Motor,651.37,1
67,1,1,Life,716.38,0
59,11,1,Motor,679.93,0
36,3,2,Motor,638.78,0
62,13,1,Life,738.13,0
22,10,0,Motor,549.27,0
45,10,1,Health,644.89,0
22,4,2,Health,615.83,1
53,1,1,Motor,697.67,0
45,7,1,Health,566.71,0
65,13,1,Motor,728.09,1
51,10,0,Motor,663.06,1
21,12,0,Motor,475.76,0
45,8,2,Motor,613.08,0
73,1,0,Health,684.61,0
57,8,0,Health,589.31,1
74,8,1,Life,727.31,0
35,8,0,Motor,602.6,0
69,8,0,Health,661.04,0
58,10,1,Life,628.46,0
43,6,1,Motor,712.14,1
27,9,0,Life,576.33,0
35,2,1,Health,587.35,0
73,14,1,Motor,703.77,0
50,3,1,Life,672.18,0
60,11,1,Health,646.3,0
49,6,0,Health,588.33,0
61,7,2,Life,732.88,1
56,13,0,Health,634.85,0
75,13,3,Life,892.75,0
76,2,0,Life,660.89,0
58,11,0,Health,679.3,0
62,8,1,Life,754.72,0
24,1,0,Motor,456.1,0
64,4,1,Health,699.06,0
21,13,0,Motor,471.64,0
32,2,0,Motor,475.62,1
21,14,3,Life,701.84,0
73,8,1,Health,720.97,0
71,10,1,Life,718.27,1
60,6,3,Motor,787.02,0
72,7,0,Health,698.54,0
47,2,2,Motor,595.07,0
51,1,0,Health,626.22,0
35,6,0,Health,582.1,0
27,2,0,Life,499.48,0
43,2,0,Health,547.52,0
51,3,0,Life,606.4,0
73,7,1,Life,741.56,0
22,5,0,Health,464.86,0
76,7,0,Life,728.06,1
61,9,1,Life,667.73,1
23,5,0,Life,494.42,0
63,13,0,Motor,684.46,0
51,9,1,Motor,642.59,0
48,7,0,Life,532.07,0
69,5,1,Motor,692.22,0
20,14,0,Life,550.46,0
54,2,0,Health,542.2,1
22,12,0,Life,438.0,0
51,8,1,Life,651.62,0
49,11,0,Health,650.19,0
48,12,0,Health,597.94,1
59,5,1,Health,774.47,0
19,14,0,Motor,480.26,0
37,5,0,Life,573.79,0
40,4,1,Health,693.18,1
78,7,1,Health,737.56,1
69,13,1,Life,782.26,0
33,9,0,Motor,578.42,0
39,5,1,Health,599.66,0
31,7,2,Motor,666.47,1
30,13,0,Life,473.9,0
67,9,0,Health,613.25,0
55,4,0,Motor,701.54,0
24,14,0,Health,497.08,1
49,9,0,Health,547.45,0
45,6,1,Health,665.84,0
65,6,2,Health,784.84,0
35,5,1,Health,548.34,0
18,5,1,Motor,569.97,0
48,5,1,Motor,610.41,0
20,10,0,Health,476.78,1
70,5,1,Health,735.2,1
18,12,1,Health,579.09,0
55,3,2,Life,704.37,0
76,4,0,Health,720.53,0
20,11,2,Motor,634.25,0
23,8,0,Health,423.41,0
57,11,1,Health,654.75,1
39,4,2,Motor,681.6,1
46,10,0,Health,571.97,0
55,12,0,Motor,659.55,0
75,14,0,Health,648.7,0
52,13,1,Life,729.94,0
58,6,1,Life,703.0,0
39,13,1,Life,583.83,0
42,6,0,Motor,569.17,0
64,13,0,Motor,560.47,0
34,3,2,Health,614.44,0
34,3,0,Life,528.73,0
23,6,1,Motor,531.52,1
76,8,0,Life,658.56,1
34,4,1,Life,644.08,1
78,10,1,Motor,743.95,0
79,3,0,Motor,722.56,1
22,6,0,Health,500.47,0
67,10,1,Health,701.44,1
36,9,0,Life,542.13,0
73,10,1,Health,717.75,0
75,2,0,Life,708.12,0
64,5,0,Health,668.07,0
50,2,0,Life,588.16,0
76,14,2,Motor,762.21,0
48,3,0,Health,525.22,0
30,7,0,Motor,543.53,0
49,10,2,Motor,719.03,1
18,3,1,Life,456.82,0
39,4,1,Health,597.67,0
62,3,1,Life,732.15,0
55,11,2,Life,760.59,0
56,3,1,Life,670.12,0
73,5,1,Life,727.54,0
77,9,0,Health,676.8,1
23,11,0,Motor,425.89,0
45,4,1,Health,628.45,0
76,14,2,Health,855.43,0
59,5,0,Life,635.97,0
19,9,2,Life,589.21,0
65,6,4,Life,920.13,1
28,6,0,Motor,508.6,0
18,2,0,Health,374.74,0
35,7,0,Health,612.9,0
25,2,0,Health,506.88,0
76,13,2,Motor,760.48,0
43,11,0,Motor,594.53,0
38,5,2,Life,705.92,0
74,9,0,Health,636.38,0
24,3,1,Life,547.56,1
28,1,0,Motor,535.08,0
68,12,1,Health,699.45,0
45,7,0,Life,609.86,0
72,8,1,Motor,711.81,0
38,2,0,Health,540.78,0
63,9,0,Health,669.09,0
57,1,0,Health,598.48,0
59,11,1,Motor,712.8,0
36,8,2,Health,606.55,1
68,8,1,Motor,644.92,0
70,2,0,Motor,721.51,0
26,14,0,Health,500.87,0
52,11,2,Motor,728.84,0
23,14,1,Health,499.98,1
38,8,0,Motor,564.9,0
19,14,0,Motor,500.58,0
37,3,1,Life,542.13,0
27,2,0,Health,472.73,0
44,2,1,Health,586.2,0
68,7,1,Life,655.16,0
41,9,0,Life,541.48,1
60,4,1,Life,634.72,0
44,6,0,Motor,555.89,0
40,14,0,Life,616.24,0
25,4,0,Life,467.25,1
64,8,1,Life,776.3,0
34,11,1,Health,551.56,0
28,6,1,Life,544.04,0
36,9,1,Life,605.99,0
53,5,0,Motor,611.66,0
37,6,1,Motor,560.7,1
35,8,0,Health,522.95,0
40,6,0,Health,572.99,0
36,2,0,Health,566.25,0
48,13,4,Health,730.3,0
77,9,3,Life,898.56,0
70,1,0,Motor,781.29,0
31,4,1,Health,556.59,1
39,8,1,Life,676.48,0
41,8,1,Life,604.8,0
76,6,2,Health,847.22,0
44,8,0,Health,597.63,0
49,5,0,Motor,663.23,0
28,7,0,Health,563.77,0
36,10,2,Life,605.73,0
26,5,1,Life,536.0,0
58,2,0,Life,649.72,0
49,5,1,Life,702.25,0
41,7,1,Motor,597.05,0
63,1,0,Life,647.52,1
35,2,0,Life,548.41,0
39,11,0,Health,487.87,0
63,4,2,Health,726.84,1
47,13,1,Health,665.57,0
53,5,1,Health,636.53,1
28,2,1,Motor,535.32,0
23,2,3,Life,641.28,1
44,6,1,Life,617.32,1
44,1,1,Health,675.91,0
21,11,1,Life,485.32,0
78,12,0,Motor,754.71,1
25,14,0,Motor,524.14,0
46,13,2,Life,676.03,0
29,6,1,Life,656.98,0
54,14,2,Life,653.08,0
47,14,0,Life,627.5,0
74,13,4,Life,912.48,1
28,8,1,Health,503.71,0
75,3,2,Life,747.53,0
43,11,0,Life,579.84,0
50,4,1,Life,687.95,0
29,8,0,Motor,554.51,1
51,4,0,Motor,610.63,0
44,11,1,Motor,594.81,0
43,14,1,Life,657.82,1
69,10,2,Life,814.93,0
44,3,0,Motor,533.61,0
68,12,1,Health,726.67,0
48,4,1,Motor,606.43,0
18,5,2,Health,563.37,0
58,1,1,Health,721.42,0
22,2,1,Health,494.81,0
43,4,2,Health,714.11,0
44,3,3,Life,707.39,0
75,4,0,Life,685.86,0
75,10,3,Health,902.55,1
71,5,3,Life,787.2,1
38,6,0,Life,534.95,1
61,11,0,Motor,595.27,0
19,8,3,Motor,638.18,0
43,4,1,Health,668.08,0
41,8,0,Health,585.55,0
29,4,0,Life,513.93,0
25,5,0,Life,489.6,0
41,10,1,Life,685.8,0
72,13,1,Health,700.31,0
18,4,2,Life,627.87,0
67,9,1,Health,772.29,1
53,3,0,Health,599.81,1
64,14,2,Health,695.5,1
20,9,1,Life,545.86,0
34,12,1,Motor,585.09,0
25,4,1,Motor,475.65,1
68,7,0,Life,615.57,0
43,6,1,Motor,607.14,0
43,13,0,Health,585.46,0
51,13,2,Life,637.72,0
29,8,1,Motor,511.38,0
55,2,1,Motor,621.03,0
78,4,1,Life,822.67,0
43,2,1,Life,653.6,0
60,4,3,Health,765.01,0
43,14,0,Motor,604.27,0
28,9,0,Health,623.46,0
58,6,2,Health,815.27,1
59,12,1,Health,621.22,0
18,14,1,Life,604.98,0
72,4,0,Life,644.07,0
21,5,1,Health,541.49,0
58,10,2,Health,711.88,1
51,5,0,Health,609.28,0
39,6,0,Motor,543.76,1
51,9,2,Life,649.71,0
22,14,2,Motor,614.99,0
73,2,1,Motor,680.33,1
69,3,1,Health,703.87,0
25,6,1,Motor,539.72,0
22,14,0,Life,427.83,0
23,7,1,Life,509.72,1
30,9,1,Motor,565.58,0
37,8,0,Health,617.53,0
30,8,1,Life,554.62,0
48,7,3,Health,792.93,1
59,5,0,Motor,636.73,1
77,14,2,Health,794.05,1
46,7,0,Life,598.4,0
53,3,0,Health,615.7,0
51,12,0,Health,659.02,0
74,12,1,Life,742.83,0
43,12,1,Life,590.3,0
73,11,1,Motor,701.01,0
43,14,0,Health,613.45,0
37,3,3,Life,715.39,0
65,5,1,Life,710.96,0
22,6,0,Motor,434.88,1
56,1,2,Health,797.69,0
70,4,1,Health,698.79,1
72,7,0,Life,692.79,0
70,6,0,Health,658.31,0
77,14,1,Health,730.51,0
21,7,0,Motor,428.89,0
22,11,2,Health,585.87,0
62,1,0,Health,639.42,0
69,13,1,Motor,718.74,0
22,10,2,Life,560.57,0
52,11,1,Health,622.79,0
54,1,1,Life,679.37,1
34,14,1,Motor,618.26,0
63,13,0,Motor,642.4,0
78,1,2,Life,783.02,0
61,2,1,Motor,692.19,0
41,6,0,Life,543.73,0
61,4,0,Life,750.5,0
66,9,0,Life,691.47,0
20,14,3,Life,544.34,0
76,5,1,Motor,782.85,1
77,9,1,Motor,840.96,1
67,4,0,Life,720.81,0
50,7,2,Motor,741.84,0
51,5,1,Life,677.91,0
34,9,0,Health,457.28,0
56,2,0,Life,623.98,0
57,3,0,Health,656.27,0
52,8,1,Health,691.95,1
56,12,1,Motor,729.45,1
77,13,0,Health,751.39,0
72,5,0,Motor,627.22,1
46,10,0,Health,521.35,1
44,12,1,Life,640.66,0
79,10,0,Health,701.32,0
41,2,0,Life,577.78,0
50,8,0,Motor,579.63,0
64,3,1,Health,647.71,0
71,1,1,Health,806.15,0
29,11,0,Health,505.37,1
26,12,1,Health,569.94,0
54,6,1,Life,760.55,1
56,14,2,Life,763.46,0
52,3,0,Health,583.92,0
43,7,1,Health,589.88,0
71,1,1,Life,773.17,1
42,10,0,Health,615.7,0
42,11,1,Health,612.14,0
42,1,2,Motor,631.78,1
28,8,1,Health,506.49,0
66,2,1,Life,718.02,1
38,7,1,Life,584.32,1
52,13,0,Motor,628.03,0
76,7,1,Motor,795.51,0
77,14,0,Motor,657.98,0
61,5,0,Health,602.42,1
34,2,0,Life,545.19,0
76,9,0,Health,746.27,1
49,8,0,Life,602.9,0
79,3,0,Motor,759.4,1
78,7,2,Health,821.89,1
56,8,0,Motor,638.79,0
46,2,0,Health,532.61,0
21,4,1,Health,526.34,0
50,12,1,Motor,677.74,0
77,14,1,Health,731.13,0
59,13,1,Motor,620.63,0
69,1,1,Life,725.15,0
57,7,0,Life,607.56,0
29,7,0,Life,512.82,0
29,6,1,Health,603.12,0
62,14,3,Health,831.23,1
75,5,1,Life,792.19,1
35,10,1,Health,565.71,1
42,5,0,Life,581.47,0
40,12,0,Health,567.18,1
44,7,0,Health,644.37,0
36,11,3,Life,725.18,0
32,12,1,Motor,549.78,0
22,14,0,Life,469.26,0
20,9,1,Health,488.24,0
75,1,0,Motor,734.63,0
21,6,0,Health,482.73,0
22,13,1,Motor,549.24,0
59,14,3,Life,682.31,0
33,1,1,Motor,554.76,0
72,6,1,Motor,745.56,0
39,10,1,Health,690.27,1
30,10,1,Health,464.13,0
61,10,1,Motor,728.28,0
75,10,1,Life,698.33,0
54,10,2,Motor,715.35,0
49,13,0,Motor,548.73,0
25,2,0,Motor,465.81,0
41,10,1,Health,608.77,0
42,1,0,Motor,535.96,0
45,13,1,Life,532.68,0
38,7,0,Health,498.42,0
43,7,1,Motor,607.26,1
51,7,1,Motor,662.89,0
76,3,1,Life,685.25,0
59,7,1,Health,735.49,0
27,7,0,Health,498.09,1
31,10,2,Health,579.55,0
58,13,1,Health,750.41,0
44,5,0,Health,597.61,0
70,6,1,Health,758.18,1
74,10,0,Motor,688.41,0
60,14,0,Motor,677.03,0
69,6,0,Motor,670.66,1
42,7,1,Health,602.61,0
40,13,1,Motor,639.85,1
63,8,1,Life,650.49,0
27,5,1,Motor,572.1,1
32,14,0,Life,515.58,0
79,1,1,Motor,665.6,1
52,14,0,Life,573.11,0
28,10,1,Motor,556.52,0
29,8,0,Health,501.06,0
36,14,0,Life,513.81,0
74,11,2,Life,823.12,0
36,2,0,Health,531.92,0
25,9,1,Health,492.16,1
29,13,2,Health,661.9,0
28,7,1,Motor,525.37,0
45,2,1,Motor,653.05,0
65,1,0,Life,600.54,1
19,5,2,Health,607.98,1
77,3,0,Health,770.54,1
53,14,3,Motor,821.16,0
75,1,1,Health,737.63,1
59,12,1,Health,718.9,0
60,14,2,Motor,758.38,1
22,4,0,Life,469.8,0
50,13,0,Life,653.95,0
57,8,0,Life,636.51,1
72,6,0,Motor,696.24,0
21,11,1,Life,474.41,0
44,13,3,Motor,733.64,0
47,10,1,Life,602.77,0
75,12,2,Health,817.68,0
21,7,1,Health,553.47,0
36,13,0,Health,632.35,0
58,13,1,Health,721.08,1
61,6,0,Life,561.58,1
45,6,2,Health,716.19,0
27,7,1,Life,524.83,0
71,3,2,Motor,785.16,0
24,6,1,Health,473.95,0
67,7,1,Motor,767.01,0
30,10,0,Life,520.36,1
70,14,1,Life,781.09,0
38,10,0,Health,533.19,1
29,7,0,Life,506.55,0
53,9,0,Life,588.37,0
41,4,1,Health,612.91,0
72,2,1,Life,724.11,1
61,9,3,Motor,813.35,0
35,9,0,Motor,499.91,0
54,11,1,Health,723.48,0
63,12,0,Motor,663.44,0
49,7,1,Health,642.19,0
19,9,0,Motor,498.5,0
76,11,0,Motor,660.81,0
52,1,0,Health,621.0,0
71,3,0,Health,694.51,1
39,12,2,Health,654.47,0
20,4,1,Health,582.29,1
66,5,0,Motor,659.27,0
58,4,1,Motor,607.17,1
66,7,0,Life,694.4,1
19,8,0,Motor,492.22,0
69,6,0,Life,627.61,0
79,1,1,Motor,738.92,0
40,12,0,Life,553.11,1
28,12,0,Health,499.51,1
32,10,2,Motor,728.98,0
41,1,2,Health,737.11,0
36,10,0,Health,544.74,0
46,14,0,Motor,563.23,0
54,3,1,Health,680.56,0
51,3,0,Motor,490.67,0
31,4,0,Health,534.28,0
41,10,2,Motor,742.26,1
54,8,2,Health,662.92,0
42,8,3,Life,763.41,0
32,13,0,Motor,516.85,0
54,4,0,Motor,570.09,0
19,13,0,Motor,486.95,0
71,14,1,Motor,698.24,0
57,7,1,Life,692.3,1
27,5,2,Motor,533.86,0
65,10,1,Motor,668.35,0
78,10,2,Health,863.57,0
48,9,1,Motor,629.43,0
71,5,0,Life,721.68,0
65,8,0,Motor,694.84,0
53,9,1,Life,743.38,0
40,12,0,Health,569.59,0
43,2,2,Health,655.95,1
32,7,1,Health,577.8,0
50,14,0,Health,618.36,0
42,4,0,Motor,568.43,1
18,13,0,Health,467.21,1
70,9,0,Health,607.12,0
34,4,1,Life,565.44,0
20,9,1,Motor,524.47,0
50,2,0,Life,677.18,0
70,10,0,Motor,687.2,0
27,5,1,Health,529.1,1
34,10,1,Motor,632.44,1
38,4,2,Health,656.66,0
56,6,2,Health,715.15,0
58,5,0,Health,619.97,0
75,5,0,Motor,668.67,0
39,10,1,Health,623.42,0
47,11,1,Health,670.42,0
22,13,0,Motor,508.82,1
78,9,2,Life,843.81,0
46,4,0,Health,567.06,0
44,3,0,Motor,567.49,0
26,8,0,Health,536.47,1
67,11,2,Motor,715.85,0
55,6,0,Life,556.24,0
65,5,0,Motor,651.97,0
44,9,0,Motor,674.16,0
22,6,0,Life,455.4,0
19,11,1,Life,554.8,0
49,8,0,Life,568.4,0
78,2,1,Life,786.28,0
22,9,0,Life,423.43,0
19,14,3,Health,604.11,0
29,3,1,Life,493.53,1
29,4,0,Motor,519.78,0
61,5,0,Motor,652.19,0
27,1,1,Life,518.74,1
52,14,1,Motor,661.14,0
54,11,0,Health,616.09,0
75,3,0,Health,732.07,0
54,2,2,Motor,692.97,0
18,10,1,Motor,558.13,1
64,7,0,Life,739.74,0
58,9,0,Life,658.26,0
46,9,1,Motor,713.42,0
51,1,0,Health,624.45,0
39,3,2,Motor,640.84,1
60,6,2,Health,813.28,0
65,6,1,Motor,741.83,0
25,1,2,Life,619.77,0
59,10,2,Life,730.01,1
52,4,2,Health,811.49,0
73,6,2,Health,809.43,0
70,13,1,Health,725.11,0
79,12,1,Motor,743.54,0
45,11,0,Motor,536.2,0
64,5,0,Health,680.79,0
31,14,0,Motor,580.77,1
22,8,1,Life,538.53,0
68,6,0,Health,676.03,0
68,6,1,Motor,707.21,0
50,11,0,Motor,582.87,0
64,4,1,Health,748.36,0
19,7,1,Life,519.27,0
76,7,2,Life,821.86,1
19,7,0,Health,413.87,0
69,1,0,Motor,663.08,1
42,6,2,Life,693.57,0
75,5,3,Health,820.34,0
60,14,1,Life,667.2,0
28,2,0,Motor,479.7,0
74,8,0,Life,758.61,0
24,8,1,Life,608.06,0
73,5,0,Motor,640.17,0
78,9,0,Life,684.12,0
43,2,1,Motor,690.03,0
33,3,0,Health,463.02,0
34,9,2,Life,635.32,1
18,13,0,Life,457.4,0
53,13,3,Life,772.01,1
75,3,1,Health,724.21,0
69,9,1,Motor,704.35,0
58,7,2,Health,686.88,0
46,7,2,Health,657.78,0
55,9,1,Health,695.13,1
75,5,1,Life,809.26,0
53,14,0,Health,542.62,0
38,4,1,Life,614.52,0
18,11,1,Motor,550.1,1
72,8,1,Health,720.62,0
48,3,0,Health,543.86,1
56,13,1,Life,759.32,0
54,8,0,Motor,571.91,0
38,11,0,Motor,548.92,0
39,11,2,Health,644.2,1
60,6,0,Life,609.1,0
77,8,1,Health,827.75,0
53,11,3,Life,791.25,0
32,14,1,Life,530.97,1
74,6,3,Life,835.89,0
27,14,0,Health,473.52,0
54,7,1,Motor,670.59,0
20,3,1,Health,484.1,0
45,14,1,Life,637.3,0
75,4,1,Motor,741.96,0
29,8,0,Life,463.78,0
47,8,1,Life,584.52,0
34,9,0,Life,589.23,1
44,10,0,Life,593.9,1
47,12,1,Health,692.14,0
43,1,0,Life,545.47,0
44,12,1,Life,626.36,0
73,9,0,Life,673.52,0
66,9,0,Life,639.48,0
33,9,0,Life,469.97,1
47,4,0,Motor,622.09,1
64,1,0,Motor,724.16,0
36,13,0,Health,481.58,0
76,12,1,Motor,782.78,0
26,10,1,Health,569.18,0
66,9,1,Motor,669.33,1
44,2,2,Motor,702.9,1
49,6,0,Life,585.56,0
38,5,1,Motor,611.26,1
64,2,1,Life,654.24,0
55,2,1,Life,659.36,0
39,4,1,Health,604.77,0
58,13,1,Life,706.93,0
52,11,0,Life,632.36,1
50,7,0,Life,577.28,0
79,8,1,Motor,810.95,0
44,8,0,Life,597.21,0
18,3,0,Health,508.76,0
76,3,1,Health,777.48,1
58,9,0,Motor,613.19,1
48,1,1,Health,669.31,1
23,6,2,Health,628.74,0
61,8,0,Motor,620.43,0
67,1,3,Life,876.99,1
32,8,0,Health,503.94,0
58,12,0,Life,645.26,0
27,4,1,Life,519.77,1
69,14,0,Health,665.27,0
20,9,0,Life,503.47,1
48,2,0,Life,632.39,1
37,5,2,Health,611.32,0
66,11,1,Health,678.59,1
45,1,1,Health,694.52,0
74,12,0,Motor,697.4,0
34,13,0,Life,523.66,1
68,7,1,Motor,739.74,0
37,7,1,Life,602.94,0
71,13,0,Motor,724.89,0
39,10,1,Motor,576.62,0
26,2,3,Motor,689.71,1
43,5,0,Health,623.65,0
52,14,0,Health,589.18,1
68,2,1,Health,745.14,0
31,3,2,Motor,601.99,0
50,3,0,Health,633.94,0
